"Reduce the cost of PCI Compliance and risk of chargebacks with our fully customisable Hosted Checkout, Card Storage and Fraud Management solution with Magento 2. If you need a sandbox account please click <a href='https://www.paycomet.com/crear-una-cuenta'>here</a>.","Reduce los costes de PCI y el riesgo de charebacks con nuestro Módulo de Pago, Almacenamiento de tarjetas y Soluciones de Fraude con Magento 2. Si necesita una cuenta sandbox por favor solicítela <a href='https://www.paycomet.com/crear-una-cuenta'>aquí</a>."
"These settings allow you to configure various options.","Estos ajustes le permiten configurar varias opciones."
"If you want to activate the Scoring you should contact PAYCOMET.","Si desea activar el Scoring debe ponerse en contacto con PAYCOMET."
"Offer to save card","Permitir almacenar tarjeta"
"Manage cards in My Account","Gestionar tarjestas en Mi Cuenta"
"New order status","Estado de nuevos pedidos"
"Cancelled order status","Estado de pedidos cancelados"
"Iframe Enabled","Habilitar Iframe"
"Iframe Mode","Modo Iframe"
"Enable debug logging","Habilitar log de debug"
"Payment from Applicable Countries","Paises Admitidos"
"Payment from Specific Countries","Pagos de países específicos"
"Payment URL","URL del Pago"
"API URL","URL de la API"
"Payment Action","Acción de Pago"
"Payment failed. Error ( %s ) - %s","Pago fallido. Error ( %s ) - %s"
"Refund failed. Error ( %s ) - %s","Devolución fallida. Error ( %s ) - %s"
"Payment failed (Err. code %s)","Pago fallido (Cód. Error %s)"
"Payment refused from PAYCOMET. Reason: #%s - %s","Pago denegado en PAYCOMET. Razón: #%s - %s"
"Pago no realizado : %s","Pago no realizado : %s"
"Data succesfully saved","Datos guardados con éxito"
"Incorrect input data","Datos de entrada incorrectos"
"Successful payment","Pago exitoso"
"Credit Card PAYCOMET","Tarjeta de crédito PAYCOMET"
"Enabled","Habilitado"
"Title","Título"
"Credit Card PAYCOMET","Tarjeta de crédito PAYCOMET"
"Operation method","Tipo de operativa"
"Integration","Integración"
"Client Code","Código de cliente"
"User Name","Nombre de usuario"
"User Password","Contraseña de usuario"
"Terminal number","Número de terminal"
"Terminals available","Terminales disponibles"
"Secure","Seguro"
"No Secure","No Seguro"
"Both","Ambos"
"Use 3D Secure","Usar 3D Secure"
"Use 3D Secure first purchase","Usar 3D Secure primera compra"
"Use 3D Secure in purchases above","Usar 3D Secure en pagos superiores a"
"Accepted Currency","Moneda Aceptada"
"Commerce password required in saved cards purchase","Contraseña del comercio en pagos con Tarjeta Guardada"
"Active Subscriptions","Activar Suscripciones"
"Show Name on Card","Mostrar Nombre en la Tarjeta"
"Show Credit Card Types","Mostrar Tipos de Tarjeta"
"Credit Card Types","Tipos de tarjeta"
"Minimum Order Total","Importe mínimo del pedido"
"Maximum Order Total","Importe máximo del pedido"
"Sort Order","Orden"
"Position of payment method","Posición del método de pago"
"Selected currency (%s) is not compatible with this payment method","La moneda seleccionada (%s) no es compatible con este método de pago"
"Authorization failed. %s - %s","Falló la autorización. %s - %s"
"Payment failed. %s - %s","Falló el pago. %s - %s"
"Subscriber name is too long.","El nombre del suscriptor es demasiado largo."
"Merchant reference ID format is not supported.","El formato del Código de Comercio no está soportado."
"Schedule description is too long.","La descripción es demasiado larga."
"Error","Error"
"Expired Card","Tarjeta caducada"
"Blacklisted Card","Tarjeta en lista negra"
"Operation not allowed for the type of card","Operación no permitida para el tipo de tarjeta"
"Please contact the issuing bank","Por favor, contacte con el banco emisor"
"Unexpected error","Error inesperado"
"Insufficient credit for the post","Crédito insuficiente para realizar el cargo"
"Card not discharged or not registered by the issuing bank","Tarjeta no dada de alta o no registrada por el banco emisor"
"Format error in the captured data. CodValid","Error de formato en los datos capturados. CodValid"
"Error card number","Error en el número de la tarjeta"
"Error in ExpireDate","Error en FechaCaducidad"
"Data error","Error en los datos"
"Block CVC2 wrong","Bloque CVC2 incorrecto"
"Credit card not valid","Tarjeta de crédito no válida"
"The credit card has restrictions","La tarjeta tiene restricciones de crédito"
"The card issuer could not identify the owner","El emisor de la tarjeta no pudo identificar al propietario"
"Payment not allowed in off-line","Pago no permitido en operaciones fuera de línea"
"Card expired. Please retain the card physically","Tarjeta caducada. Por favor retenga físicamente la tarjeta"
"Blacklisted Card. Please retain the card physically","Tarjeta en lista negra. Por favor retenga físicamente la tarjeta"
"Lost or stolen card. Please retain the card physically","Tarjeta perdida o robada. Por favor retenga físicamente la tarjeta"
"CVC2 error. Please retain the card physically","Error en CVC2. Por favor retenga físicamente la tarjeta"
"Error in pre-transaction process. Please try again later","Error en el proceso pre-transacción. Inténtelo más tarde"
"Operation denied. Please retain the card physically","Operación denegada. Por favor retenga físicamente la tarjeta"
"Closure agreement","Cierre con acuerdo"
"Close without agreement","Cierre sin acuerdo"
"Unable to close at this time","No es posible cerrar en este momento"
"Invalid parameter","Parámetro no válido"
"The transactions were not completed","Las transacciones no fueron finalizadas"
"Internal reference duplicate","Referencia interna duplicada"
"Previous operation not found. Failed to execute the return","Operación anterior no encontrada. No se pudo ejecutar la devolución"
"Preauthorization Expired","Preautorización caducada"
"Invalid operation in current currency","Operación no válida con la moneda actual"
"Error message format","Error en formato del mensaje"
"Message not recognized by the system","Mensaje no reconocido por el sistema"
"Card not valid","Tarjeta no válida"
"Gateway error message","Error en mensaje de pasarela"
"Error gateway format","Error en formato de pasarela"
"Nonexistent Card","Tarjeta inexistente"
"Number zero or invalid","Cantidad cero o no válida"
"Operation canceled","Operación cancelada"
"Authentication Error","Error de autenticación"
"Denied due to security level","Denegado debido al nivel de seguridad"
"PUC error message. Contact PAYCOMET","Error en el mensaje PUC. Contacte con PAYCOMET"
"System Error","Error del sistema"
"Duplicate transaction","Transacción duplicada"
"MAC Error","Error de MAC"
"Settlement rejected","Liquidación rechazada"
"Date / time unsynchronized system","Fecha/hora del sistema no sincronizada"
"Expiry date invalid","Fecha de caducidad no válida"
"Could not find the preauthorization","No se pudo encontrar la preautorización"
"Unable to find the requested data","No se encontraron los datos solicitados"
"Can not perform the operation with the credit card provided","No se puede realizar la operación con la tarjeta de crédito proporcionada"
"Transaction canceled previously","Transacción cancelada previamente"
"Original transaction denied","Transacción original denegada"
"Invalid confirmation data","Datos de confirmación no válidos"
"Transaction still being","Transacción aún en proceso"
"Unable to return","No es posible la devolución"
"Unable to contact the issuing bank. Please try again later","No es posible contactar con el banco emisor. Inténtelo más tarde"
"Transaction Type unknown","Tipo de transacción desconocido"
"Operation not cancelable","Operación no cancelable"
"Could not find the previous operation","No se pudo encontrar la operación previa"
"Inconsistency in the validation data of the cancellation","Inconsistencia de datos en la validación de la cancelación"
"The deferred payment there","El pago diferido no existe"
"Card does not allow pre-authorizations","La tarjeta no admite preautorizaciones"
"Confirmation data inconsistency","Inconsistencia de datos en confirmación"
"Undefined return operation correctly","Operación de devolución no definida correctamente"
"Operation denied","Operación denegada"
"Account not found. Review your settings","Cuenta no encontrada. Revise su configuración"
"User not found. Contact PAYCOMET","Usuario no encontrado. Contacte con PAYCOMET"
"Gateway error response. Contact PAYCOMET","Error en respuesta de pasarela. Contacte con PAYCOMET"
"Invalid signature. Please check your settings","Firma no válida. Por favor, revise su configuración"
"Access not allowed","Acceso no permitido"
"Credit Card Format Invalid","Formato de tarjeta de crédito no válido"
"Error Validation Code field","Error en el campo Código de Validación"
"Error in the Expiration Date field","Error en el campo Fecha de Caducidad"
"Preauthorization reference not found","Referencia de preautorización no encontrada"
"Preauthorization Data not found","Datos de preautorización no encontrados"
"Could not send the return. Please try again later","No se pudo enviar la devolución. Por favor reinténtelo más tarde"
"Could not connect to host","No se pudo conectar con el host"
"Could not resolve the proxy","No se pudo resolver el proxy"
"Failed host resolve","No se pudo resolver el host"
"Initialization failed","Inicialización fallida"
"No resource found HTTP","No se ha encontrado el recurso HTTP"
"The range of options is not valid for the HTTP transfer","El rango de opciones no es válido para la transferencia HTTP"
"No POST properly constructed","No se construyó correctamente el POST"
"The user name is not well formatted","El nombre de usuario no se encuentra bien formateado"
"Timed out waiting for the request","Se agotó el tiempo de espera en la petición"
"Out of Memory","Sin memoria"
"Could not connect to SSL server","No se pudo conectar al servidor SSL"
"Protocol not supported","Protocolo no soportado"
"The given URL is not properly formatted and can not be used","La URL dada no está bien formateada y no puede usarse"
"The user in the URL is improperly formatted","El usuario en la URL se formateó de manera incorrecta"
"Could not register any resources available to complete the operation","No se pudo registrar ningún recurso disponible para completar la operación"
"Duplicate xref","Referencia externa duplicada"
"The total return can not exceed the original transaction","El total de las devoluciones no puede superar la operación original"
"The account is not active. Contact PAYCOMET","La cuenta no se encuentra activa. Contacte con PAYCOMET"
"The account is not certified. Contact PAYCOMET","La cuenta no se encuentra certificada. Contacte con PAYCOMET"
"The product is marked for deletion and can not be used","El producto está marcado para eliminar y no puede ser utilizado"
"Insufficient permissions","Permisos insuficientes"
"The product can not be used in the test environment","El producto no puede ser utilizado en el entorno de pruebas"
"The product can not be used in the production environment","El producto no puede ser utilizado en el entorno de producción"
"Unable to send the request back","No ha sido posible enviar la petición de devolución"
"Error in the source IP field of the operation","Error en el campo IP de origen de la operación"
"Error in XML","Error en formato XML"
"The root element is not correct","El elemento raíz no es correcto"
"Field Ds_Merchant_Amount wrong","Campo DS_MERCHANT_AMOUNT incorrecto"
"Field Ds_Merchant_Order wrong","Campo DS_MERCHANT_ORDER incorrecto"
"Field DS_MERCHANT_MERCHANTCODE wrong","Campo DS_MERCHANT_MERCHANTCODE incorrecto"
"Field DS_MERCHANT_CURRENCY wrong","Campo DS_MERCHANT_CURRENCY incorrecto"
"Field DS_MERCHANT_PAN wrong","Campo DS_MERCHANT_PAN incorrecto"
"Field DS_MERCHANT_CVV2 wrong","Campo DS_MERCHANT_CVV2 incorrecto"
"Field Ds_Merchant_TransactionType wrong","Campo DS_MERCHANT_TRANSACTIONTYPE incorrecto"
"Field DS_MERCHANT_TERMINAL wrong","Campo DS_MERCHANT_TERMINAL incorrecto"
"Field DS_MERCHANT_EXPIRYDATE wrong","Campo DS_MERCHANT_EXPIRYDATE incorrecto"
"Field DS_MERCHANT_MERCHANTSIGNATURE wrong","Campo DS_MERCHANT_MERCHANTSIGNATURE incorrecto"
"Field DS_ORIGINAL_IP wrong","Campo DS_ORIGINAL_IP incorrecto"
"Customer not found","No se encuentra el cliente"
"The new amount can not exceed pre-authorize the amount of the original pre-authorization","La nueva cantidad a preautorizar no puede superar la cantidad de la preautorización original"
"Exceeded the daily limit per card","Limite diario por tarjeta excedido"
"ACCOUNT field error","Error en el campo ACCOUNT"
"USERCODE field error","Error en el campo USERCODE"
"TERMINAL field error","Error en el campo TERMINAL"
"OPERATION field error","Error en el campo OPERATION"
"REFERENCE field error","Error en el campo REFERENCE"
"AMOUNT field error","Error en el campo AMOUNT"
"CURRENCY field error","Error en el campo CURRENCY"
"SIGNATURE field error","Error en el campo SIGNATURE"
"Operation unavailable","Operación no disponible"
"Operation unavailable to the user specified","No se encuentra el cliente"
"Invalid operation with a currency other than the Euro","Operación no válida con una moneda distinta del Euro"
"Current currency conversion invalid","Conversión de la moneda actual no válida"
"Invalid Quantity","Cantidad no válida"
"Product not found","No se encuentra el producto"
"Invalid operation with a different article of the Euro currency","Operación no válida con la moneda actual"
"Info Button corrupt","Información del botón corrupta"
"The subscription can not be greater than the expiry date of the card","La subscripción no puede ser mayor de la fecha de caducidad de la tarjeta"
"DS_EXECUTE can not be true if DS_SUBSCRIPTION_STARTDATE is different today.","DS_EXECUTE no puede ser true si DS_SUBSCRIPTION_STARTDATE es diferente de hoy.""
"PAYCOMET_OPERATIONS_MERCHANTCODE field error","Error en el campo PAYCOMET_OPERATIONS_MERCHANTCODE"
"PAYCOMET_OPERATIONS_TERMINAL should be Array","PAYCOMET_OPERATIONS_TERMINAL debe ser Array"
"PAYCOMET_OPERATIONS_OPERATIONS should be Array","PAYCOMET_OPERATIONS_OPERATIONS debe ser Array"
"PAYCOMET_OPERATIONS_SIGNATURE field error","Error en el campo PAYCOMET_OPERATIONS_SIGNATURE"
"It is one of the PAYCOMET_OPERATIONS_TERMINAL","No se encuentra alguno de los PAYCOMET_OPERATIONS_TERMINAL"
"Error on the requested date range","Error en el intervalo de fechas solicitado"
"The application can not have an interval greater than 2 years","La solicitud no puede tener un intervalo mayor a 2 años"
"The status of the operation is incorrect","El estado de la operación es incorrecto""Error in the amounts of search","Error en los importes de la búsqueda"
"The type of operation requested does not exist","El tipo de operación solicitado no existe"
"Sort Order unrecognized","Tipo de ordenación no reconocido"
"Invalid PAYCOMET_OPERATIONS_SORTORDER","PAYCOMET_OPERATIONS_SORTORDER no válido"
"Subscription start date wrong","Fecha de inicio de suscripción errónea"
"Subscription end date wrong","Fecha de final de suscripción errónea"
"Error in the periodicity of the subscription","Error en la periodicidad de la suscripción"
"Invalid usuarioXML ","Falta el parámetro usuarioXML"
"Invalid codigoCliente","Falta el parámetro codigoCliente"
"Invalid usuarios parameter","Falta el parámetro usuarios"
"Invalid firma parameter","Falta el parámetro firma"
"Invalid usuarios parameter format","El parámetro usuarios no tiene el formato correcto"
"Invalid type","Falta el parámetro type"
"Invalid name","Falta el parámetro name"
"Invalid surname","Falta el parámetro surname"
"Invalid email","Falta el parámetro email"
"Invalid password","Falta el parámetro password"
"Invalid language","Falta el parámetro language"
"Invalid maxamount ","Falta el parámetro maxamount o su valor no puede ser 0"
"Invalid multicurrency","Falta el parámetro multicurrency"
"Invalid permissions_specs. Format not allowed","El parámetro permissions_specs no tiene el formato correcto"
"Invalid permissions_products. Format not allowed","El parámetro permissions_products no tiene el formato correcto"
"Invalid email. Format not allowed","El parámetro email no parece una dirección válida"
"Weak or invalid password","El parámetro password no tiene la fortaleza suficiente"
"Invalid value for type parameter","El valor del parámetro type no está admitido"
"Invalid value for language parameter","El valor del parámetro language no está admitido"
"Invalid format for maxamount parameter","El formato del parámetro maxamount no está permitido"
"Invalid multicurrency. Format not allowed","El valor del parámetro multicurrency no está admitido"
"Invalid permission_id – permissions_specs. Not allowed","El valor del parámetro permission_id - permissions_specs no está admitido"
"Invalid user","No existe el usuario"
"Invalid credentials","El usuario no tiene permisos para acceder al método altaUsario"
"Account not found","No se encuentra la cuenta de cliente"
"User not found","No se pudo cargar el usuario de la cuenta"
"Invalid signature","La firma no es correcta"
"Account without products","No existen productos asociados a la cuenta"
"Invalid product_id - permissions_products. Not allowed","El valor del parámetro product_id - permissions_products no está autorizado"
"Invalid permission_id -permissions_products. Not allowed","El valor del parámetro permission_id -permissions_products no está admitido"
"Minimun limit not allowed","Límite mínimo por operación no permitido"
"Maximun limit not allowed","Límite máximo por operación no permitido"
"Daily limit not allowed","Límite máximo diario no permitido"
"Monthly limit not allowed","Límite máximo mensual no permitido"
"Max amount (same card / last 24 h.) not allowed","Cantidad máxima por tarjeta / 24h. no permitida"
"Max amount (same card / last 24 h. / same IP address) not allowed","Cantidad máxima por tarjeta / 24h. / misma dirección IP no permitida"
"Day / IP address limit (all cards) not allowed","Límite de transacciones por dirección IP /día (diferentes tarjetas) no permitido"
"Country (merchant IP address) not allowed","País no admitido (dirección IP del comercio)"
"Card type (credit / debit) not allowed","Tipo de tarjeta (crédito / débito) no admitido"
"Card brand not allowed","Marca de la tarjeta no admitida"
"Card Category not allowed","Categoría de la tarjeta no admitida"
"Authorization from different country than card issuer, not allowed","Transacción desde país distinto al emisor de la tarjeta no admitida"
"Denied. Filter: Card country issuer not allowed","Operación denegada. Filtro país emisor de la tarjeta no admitido"
"Denied. Filter: same card, different country last 48 h.","Operación denegada. Filtro misma tarjeta, distinto país en las últimas 48 horas"
"Number of erroneous consecutive attempts with the same card exceeded","Número de intentos consecutivos erróneos con la misma tarjeta excedidos"
"Number of failed attempts (last 30 minutes) from the same ip address exceeded","Número de intentos fallidos (últimos 30 minutos) desde la misma dirección ip excedidos"
"Wrong or not configured PayPal credentials","Las credenciales PayPal no son válidas o no están configuradas"
"Incorrect token received","Recibido token incorrecto"
"Can not perform the operation","No ha sido posible realizar la operación"
"providerID not available","providerID no disponible"
"operations parameter missing or not in a correct format","Falta el parámetro operaciones o no tiene el formato correcto"
"paycometMerchant parameter missing","Falta el parámetro paycometMerchant"
"merchatID parameter missing","Falta el parámetro merchatID"
"terminalID parameter missing","Falta el parámetro terminalID"
"tpvID parameter missing","Falta el parámetro tpvID"
"operationType parameter missing","Falta el parámetro operationType"
"operationResult parameter missing","Falta el parámetro operationResult"
"operationAmount parameter missing","Falta el parámetro operationAmount"
"operationCurrency parameter missing","Falta el parámetro operationCurrency"
"operationDatetime parameter missing","Falta el parámetro operationDatetime"
"originalAmount parameter missing","Falta el parámetro originalAmount"
"pan parameter missing","Falta el parámetro pan"
"expiryDate parameter missing","Falta el parámetro expiryDate"
"reference parameter missing","Falta el parámetro reference"
"signature parameter missing","Falta el parámetro signature"
"originalIP parameter missing or not in a correct format","Falta el parámetro originalIP o no tiene el formato correcto"
"authcode / errorCode parameter missing","Falta el parámetro authCode o errorCode"
"Product of the operation missing","No se encuentra el producto de la operación"
"The type of operation is not supported","El tipo de la operación no está admitido"
"The result of the operation is not supported","El resultado de la operación no está admitido"
"The transaction currency is not supported","La moneda de la operación no está admitida"
"The date of the transaction is not in a correct format","La fecha de la operación no tiene el formato correcto"
"The signature is not correct","La firma no es correcta"
"Can not find the associated account information","No se encuentra información de la cuenta asociada"
"Can not find the associated product information","No se encuentra información del producto asociado"
"Can not find the associated user information","No se encuentra información del usuario asociado"
"The product is not set as multicurrency","El producto no está configurado como multimoneda"
"The amount of the transaction is not in a correct format","La cantidad de la operación no tiene el formato correcto"
"The original amount of the transaction is not in a correct format","La cantidad original de la operación no tiene el formato correcto"
"The card does not have the correct format","La tarjeta no tiene el formato correcto"
"The expiry date of the card is not in a correct format","La fecha de caducidad de la tarjeta no tiene el formato correcto"
"Can not initialize the service","No puede inicializarse el servicio"
"Method not implemented","Método no implementado"
"Service can not be completed","No puede finalizarse el servicio"
"operationCode parameter missing","Falta el parámetro operationCode"
"bankName parameter missing","bankName parameter missing"
"csb parameter missing","csb parameter missing"
"userReference parameter missing","userReference parameter missing"
"Can not find the associated FUC","Can not find the associated FUC"
"Missing Credit Card information","Missing Credit Card information"
"TPV WEB","TPV WEB"
"BANK STORE","BANK STORE"
"OFFSITE","OFFSITE"
"IFRAME","IFRAME"
"Use stored one","Utilizar mi tarjeta almacenada"
"You have already %s credit card stored in you account<br/>press continue to use it or&hellip;","La tarjeta terminada en %s está registrada en su cuenta.<br/>Pulse en CONTINUAR para utilizarla en esta compra o haz click para "
"Remember this information for next purchase","Recordar esta información en la próxima compra"
"use another","usar otra"
"STREAMLINE YOUR FUTURE PURCHASES!","¡AGILICE SUS FUTURAS COMPRAS!"
"Link a card to your account to make all procedures easily and quickly.","Vincule una tarjeta a su cuenta para poder hacer todos los trámites de forma ágil y rápida."
"When you link a Tarjet accepts","Al vincular una tarjeta acepta los"
"terms and conditions of service","términos y condiciones del servicio"
"Link card","Vincular tarjeta"
"Available Cards","Tarjetas disponibles"
"My Cards","Mis Tarjetas"
"Pay by Credit Card","Pagar con Tarjeta"
For security, enter your user password Store","Para mayor seguridad, indique su contraseña de usuario de la tienda"
"NEW CARD","NUEVA TARJETA"
"Remove Card","Eliminar Tarjeta"
"Update Card","Actualizar Tarjeta"
"Update Description","Actualizar Descripción"
"Yes, remember my card accepting ","Si, recordar mi tarjeta aceptando los "
"The first purchase when ordering shall carry out, and the following is defined as the frequency subscription","La primera compra se efecturá al realizar el pedido y las siguientes según se haya definido la periodicidad de la suscripción"
"By subscribing you agree to the ","Al suscribirse está aceptando los "
"You will be redirected to your bank for secure payment. Wait a moment, please ...","Va a ser redirigido a su banco para realizar el pago seguro. Espere un momento, por favor..."
"There is still no card associated.","No tiene asociado todavía ninguna tarjeta."
"BE REDIRECTED PAYMENT GATEWAY TO THE FINAL STEP IN THE CHECKOUT","SE LE REDIRIGIRA A LA PASARELA DE PAGO EN EL PASO FINAL DEL CHECKOUT"
"The input data is stored on servers in PAYCOMET company with PCI / DSS Level 1 certification, making payments 100% secure.","Los datos de introducidos se almacenarán en los servidores de PAYCOMET, empresa con certificación "PCI/DSS de nivel 1"," lo que hace los pagos 100% seguros."
"You must accept the terms and conditions of service","Debe aceptar los términos y condiciones del servicio"
"Yes","Si"
"Accept","Aceptar"
"Cancel","Cancelar"
"Secure Terminal: all purchases with 3D Secure. No Secure Terminal: all purchases without 3D Secure.","Terminal Seguro: todas las compras con 3D Secure. Terminal No Seguro: todas las compras sin 3D Secure."
"Payment method position","Posición del método de pago"
"Transaction type","Tipo de transacción"
"Sale","Venta"
"Pre-Authorization","Pre-Autorización"
"Authorize","Autorizar"
"Authorize and Capture","Autorizar y Capturar"
"Send Invoice Mail","Enviar Mail Factura"
"Send invoice mail automatically to the customer when invoice is created","Enviar mail de factura automáticamente al cliente cuando se genera la factura"
"Save Description","Guardar Descripción"
"Description saved","Descripción guardada"
"add description","añada una descripción"
"Operation call","Llamada Operaciones"
"Get CardBrand and BicCode","Obtener CardBrand y BicCode"
"Environment","Entorno"
"Real Mode","Modo Real (Producción)"
"Test Mode","Modo de Prueba "
"Test Mode Credit Cards (MASTERCARD): 5325298401138208 / 5392661198415436 / 5534958931200656.<br>Expiration Date: Month: 5 / Year: 2020<br>CVC2: 123 / 3DSecure: 1234","Tarjetas Modo de Prueba (MASTERCARD): 5325298401138208 / 5392661198415436 / 5534958931200656.<br>Caducidad: Mes: 5 / Año: 2020<br>CVC2: 123 / 3DSecure: 1234"
"Test mode does not support returns orders placed in Real Mode","En Modo Pruebas no se puede realizar una devolución realizada en Modo Real"
"Test Card is invalid","Tarjeta de prueba no válida"
"Test mode does not support confirm preathorize orders placed in Real Mode","En Modo de Pruebas no se pueden confirmar preautorizaciones realizadas en Modo Real"
"Test mode does not support cancel suscription placed in Real Mode","En Modo de Pruebas no se pueden cancelar suscripciones realizadas en Modo Real"
"Currency Accepted","Moneda Aceptada"
"Payment New Page (PAYCOMET Iframe / Jet)","Pago en nueva página (Iframe PAYCOMET / JET)"
"Scoring Configuration","Configuración del Scoring"
"Send Merchant Data","Enviar Datos del Comercio"
"Active","Activo"
"First Purchase","Primera compra"
"Complete Session Time","Tiempo Completo de Sesión"
"Time (minutes)","Tiempo (minutos)"
"Critical Product | Critical Product Destination Country","Producto Crítico | Destino del Producto Crítico"
"Critical Product","Producto Crítico"
"Products","Productis"
"Critical Product Destination Country","Destino del Producto Crítico"
"Destination","Destino"
"Destination Country","País Destino"
"Countries","Países"
"IP Change","Cambio de IP"
"Browser Unidentified","Navegador No identificado"
"Operating System Unidentified","Sistema Operativo No identificado"
"Expiration","Caducidad"
"The CVV is a numerical code, usually 3 digits behind the card","El código CVV es un código numérico, normalmente de 3 dígitos detrás de la tarjeta"
"Make Payment","Realizar Pago"
"Credit Card Operation","Operación mediante tarjeta de crédito"
"Enter your card","Introduce tu tarjeta"
"Total Amount","Importe Total"
"Remember Card (Selected)","Recordar Tarjeta (seleccionado)"
"<b>Attention: This environment does not make calls to PAYCOMET systems. If you have Sandbox account in PAYCOMET use Real Mode</b><br/>","<b>Atención: Este entorno no efectúa llamadas a los sistemas de PAYCOMET. Si dispone de una cuenta Sandbox en PAYCOMET use el Modo Real</b><br/>"
"Iframe PAYCOMET - Height,Iframe PAYCOMET - Altura"
"In this section you can Edit or Delete your stored cards or Add a new one to your account","En esta sección podrá Editar o Eliminar las tarjetas almacenadas o añadir nuevas tarjetas"
"My Stored Cards PAYCOMET","Mis Tarjetas PAYCOMET"
"PAYCOMET Cards","Tarjetas PAYCOMET"
"Number","Numero"
"Brand","Marca"
"Expiry Date","Caducidad"
"Description","Descripción"
"Save card for future payment","Guardar tarjeta para siguientes compras"
"This trade does not store or transmit data credit card or debit card. The data are sent via a secure, encrypted channel platform PAYCOMET","Este comercio no almacena ni transmite los datos tarjetas de crédito o débito. Los datos son enviados a través de un canal cifrado y seguro a la plataforma PAYCOMET"
"Related Cards","Tarjetas vinculadas"
